,about,across,activities,against,agencies,allowed,alternatives,analysis,analytical,and,antibodies,are,art,artificial,as,at,automates,based,blood,body,bought,branch,breakthroughs,building,built,burning,businesses,by,can,capital,cells,center,change,changes,china,city,classical,climate,collection,complex,components,computations,computers,computing,crucial,cryptography,culture,data,decisions,defends,deforestation,dependence,driven,endeavors,energy,environmentally,esa,essential,european,exploration,fashion,fields,for,fortifications,fossil,france,friendly,from,fuels,gain,gastronomy,global,great,has,holds,human,humans,idea,identify,immune,in,include,including,infection,intelligence,intervention,invasions,investments,investors,is,it,its,key,known,landing,learn,learning,like,lymphatic,machine,made,major,make,market,markets,mars,materials,mechanics,method,minimal,missions,mitigating,model,modeling,moon,more,nasa,network,northern,notable,of,offer,on,originally,over,ownership,paris,patterns,perform,play,potential,power,primarily,principles,profits,protect,proteins,quantum,raids,reducing,refers,renewable,roles,rovers,sending,series,shares,significant,solar,sold,sources,space,speeds,stock,stocks,stretch,such,sustainable,system,systems,temperatures,that,the,their,these,time,to,understand,unimaginable,universe,use,uses,various,wall,was,weather,where,white,wind,with
Document1.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17531701296926602,0.17531701296926602,0.06481824073463907,0.0,0.0,0.0,0.17531701296926602,0.0,0.0,0.17531701296926602,0.17531701296926602,0.0,0.0,0.0,0.17531701296926602,0.0,0.17531701296926602,0.0,0.0,0.0,0.0,0.17531701296926602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35063402593853205,0.17531701296926602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14903547798241454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11592465972772842,0.0,0.17531701296926602,0.17531701296926602,0.0,0.0,0.0,0.0,0.0,0.17531701296926602,0.17531701296926602,0.0,0.0,0.0,0.17091970268224854,0.10410689716834369,0.0,0.0,0.0,0.0,0.17531701296926602,0.17531701296926602,0.0,0.0,0.17531701296926602,0.0,0.0,0.17531701296926602,0.0,0.0,0.0,0.0,0.0,0.17531701296926602,0.17531701296926602,0.0,0.0,0.17531701296926602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17091970268224854,0.0,0.13038843215519513,0.0,0.0,0.0,0.0,0.14903547798241454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17531701296926602,0.0,0.23184931945545684,0.08545985134112427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14903547798241454
Document2.txt,0.0,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.0,0.0,0.16080368487319271,0.0,0.0,0.0,0.0,0.1848665882071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.1848665882071883,0.21746672994283847,0.0,0.0,0.0,0.1848665882071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848665882071883,0.0,0.0,0.0,0.1848665882071883,0.0,0.0,0.1848665882071883,0.0,0.0,0.0,0.1437952668925791,0.0,0.0,0.0,0.0,0.1437952668925791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10600610914933499,0.1291362778104366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.0,0.1848665882071883,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848665882071883,0.0,0.0,0.0,0.21746672994283847,0.0,0.0,0.0,0.0,0.21746672994283847,0.1291362778104366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746672994283847,0.0,0.0,0.0,0.0
Document3.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20549939976951792,0.0,0.0,0.3705494063218301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18527470316091504,0.0,0.18527470316091504,0.0,0.0,0.0,0.18527470316091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18527470316091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18527470316091504,0.0,0.3705494063218301,0.0,0.2755885199504951,0.0,0.0,0.18527470316091504,0.0,0.0,0.0,0.0,0.18527470316091504,0.1575004243796782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27094145036874023,0.11001998119401073,0.18527470316091504,0.0,0.18527470316091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18527470316091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09031381678958007,0.0,0.0,0.0,0.0,0.0,0.3705494063218301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09031381678958007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Document4.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07048955203827391,0.0,0.16207542756056773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16207542756056773,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260675581716312,0.0,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.19065648139826255,0.09293721288973633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3813129627965251,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18587442577947266,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.3813129627965251,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18587442577947266,0.19065648139826255,0.0,0.0,0.11321579330630464,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0,0.0,0.0,0.19065648139826255,0.0,0.0,0.0
Document5.txt,0.17629837492883502,0.0,0.0,0.0,0.17629837492883502,0.17629837492883502,0.0,0.0,0.0,0.13036214014513423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.17629837492883502,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.1165735645277019,0.13111829998215488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.17629837492883502,0.17629837492883502,0.17629837492883502,0.0,0.0,0.17629837492883502,0.0,0.0,0.13111829998215488,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629837492883502,0.17629837492883502,0.17629837492883502,0.0,0.0,0.0,0.0,0.0,0.0,0.35259674985767003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1718764500709495,0.0,0.14986972530525572,0.0,0.20937930071715125,0.17629837492883502,0.0,0.17629837492883502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Document6.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07241296782640405,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.1456659920969388,0.0,0.19585883658178882,0.19585883658178882,0.19585883658178882,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.1456659920969388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.12950750529495342,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11630506026877287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.0,0.09547314761208882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.19585883658178882,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.39171767316357764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19585883658178882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11630506026877287,0.0,0.19585883658178882,0.0,0.0,0.19585883658178882,0.16649790475362286,0.0,0.0,0.0,0.0,0.0,0.0,0.16649790475362286
Document7.txt,0.0,0.20341036522937608,0.0,0.15128228662567664,0.0,0.0,0.0,0.0,0.0,0.07520492049262728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40682073045875217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.09915420802197718,0.12078931540786761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.29746262406593155,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341036522937608,0.0,0.0,0.0,0.0,0.0,0.134500793590649,0.09915420802197718,0.0,0.0,0.0,0.12078931540786761,0.0,0.0,0.0,0.0,0.0,0.17291739401156705,0.20341036522937608,0.20341036522937608,0.0,0.0,0.0,0.0,0.0
Document8.txt,0.0,0.0,0.0,0.1656930775471931,0.0,0.0,0.0,0.0,0.0,0.16473752480947004,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37877818764215115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656930775471931,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14731301938684413,0.0,0.0,0.0,0.18938909382107558,0.0,0.1656930775471931,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.10859940212013897,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.10859940212013897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37877818764215115,0.0,0.0,0.14731301938684413,0.3257982063604169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0
Document9.txt,0.0,0.0,0.0,0.1656930775471931,0.0,0.0,0.0,0.0,0.0,0.16473752480947004,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37877818764215115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656930775471931,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14731301938684413,0.0,0.0,0.0,0.18938909382107558,0.0,0.1656930775471931,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.10859940212013897,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.10859940212013897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37877818764215115,0.0,0.0,0.14731301938684413,0.3257982063604169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938909382107558,0.0,0.0
Document10.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0,0.0,0.2170334016002881,0.0,0.16634040242915057,0.0,0.0,0.16634040242915057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16634040242915057,0.0,0.0,0.0,0.0,0.16634040242915057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0,0.0,0.19567355964346508,0.19567355964346508,0.0,0.19567355964346508,0.0,0.0,0.0,0.0,0.14552819617460708,0.0,0.16634040242915057,0.0,0.19567355964346508,0.0,0.16634040242915057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.14552819617460708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0,0.19567355964346508,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0,0.39134711928693017,0.0,0.0,0.0,0.0,0.0,0.16634040242915057,0.19567355964346508,0.0,0.0,0.0,0.0,0.0,0.0,0.16634040242915057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19567355964346508,0.0
